生成数据,校准数据,频率,幅值,误差数据
336,-9.62948581,336,-8,-0.1692183614111375
337,-9.62807315,337,-8,-0.16909646661751843
338,-9.6233057,338,-8,-0.16868483145038193
339,-9.62328675,339,-8,-0.1686831944397791
340,-9.62329245,340,-8,-0.1686836868394246
341,-9.62115153,341,-8,-0.16849870048767443
342,-9.62095042,342,-8,-0.16848131933310595
343,-9.62101449,343,-8,-0.1684868567327145
344,-9.62125342,344,-8,-0.16850750616648869
345,-9.62127914,345,-8,-0.16850972894649852
346,-9.62642736,346,-8,-0.16895441051767301
347,-9.62679347,347,-8,-0.16898601544424746
348,-9.62684438,348,-8,-0.16899041012648006
349,-9.63062145,349,-8,-0.16931632693339843
350,-9.63071189,350,-8,-0.1693241277099403
351,-9.63037783,351,-8,-0.16929531309988077
352,-9.63587678,352,-8,-0.16976937515384047
353,-9.63588313,353,-8,-0.16976992227177415
354,-9.63589603,354,-8,-0.1697710337374821
355,-9.64165971,355,-8,-0.1702673356431909
356,-9.64162451,356,-8,-0.17026430642443674
357,-9.64156263,357,-8,-0.17025898114193957
358,-9.64709312,358,-8,-0.17073465545650288
359,-9.64817377,359,-8,-0.17082753786263943
360,-9.65235047,360,-8,-0.17118633177852274
361,-9.65341028,361,-8,-0.17127732397591613
362,-9.65341709,362,-8,-0.17127790859806305
363,-9.6556514,363,-8,-0.1714696742262257
364,-9.65565883,364,-8,-0.17147031177778266
365,-9.65565172,365,-8,-0.1714697016847248
366,-9.65890512,366,-8,-0.1717487747721038
367,-9.65887443,367,-8,-0.1717461430958886
368,-9.65886172,368,-8,-0.1717450532048823
369,-9.66222143,369,-8,-0.1720330507888185
370,-9.66222354,370,-8,-0.1720332315971236
371,-9.66223016,371,-8,-0.17203379887195733
372,-9.66406487,372,-8,-0.1721909871658385
373,-9.66469928,373,-8,-0.1722453261887731
374,-9.66642462,374,-8,-0.17239307039669446
375,-9.66705471,375,-8,-0.17244701307788504
376,-9.66713713,376,-8,-0.1724540686224858
377,-9.66845306,377,-8,-0.17256670220623685
378,-9.6684439,378,-8,-0.17256591828598186
379,-9.668505,379,-8,-0.17257114724561862
380,-9.67015836,380,-8,-0.17271261729368415
381,-9.67014643,381,-8,-0.1727115966743433
382,-9.67011079,382,-8,-0.17270854763392018
383,-9.67135566,383,-8,-0.1728150342885849
384,-9.67142801,384,-8,-0.17282122229228067
385,-9.67176687,385,-8,-0.17285020332587903
386,-9.67238772,386,-8,-0.1729032963124435
387,-9.67233725,387,-8,-0.17289898054371503
388,-9.67269181,388,-8,-0.17292929857133532
389,-9.67272225,389,-8,-0.17293190135796566
390,-9.67269973,390,-8,-0.17292997577626654
391,-9.67302023,391,-8,-0.1729573794140613
392,-9.67303115,392,-8,-0.17295831307231962
393,-9.67306049,393,-8,-0.17296082162719933
394,-9.67538883,394,-8,-0.17315984498785247
395,-9.67540008,395,-8,-0.17316080639013734
396,-9.67542837,396,-8,-0.17316322398653658
397,-9.67999718,397,-8,-0.17355347824595138
398,-9.68003703,398,-8,-0.17355688049470194
399,-9.68421468,399,-8,-0.1739133977975796
400,-9.68444529,400,-8,-0.17393306891199334
401,-9.68643963,401,-8,-0.1741031477424281
402,-9.69064652,402,-8,-0.17446168493616665
403,-9.69072703,403,-8,-0.17446854346076857
404,-9.69072644,404,-8,-0.1744684931999794
405,-9.69503036,405,-8,-0.17483497184221303
406,-9.69494382,406,-8,-0.17482760616966633
407,-9.69496314,407,-8,-0.17482925056278248
408,-9.70157173,408,-8,-0.17539134661430777
409,-9.70157816,409,-8,-0.1753918931474135
410,-9.70840827,410,-8,-0.17597202574176454
411,-9.70800863,411,-8,-0.17593810379626745
412,-9.70792413,412,-8,-0.17593093097236642
413,-9.70937296,413,-8,-0.17605389833536683
414,-9.70941345,414,-8,-0.17605733433876994
415,-9.70945521,415,-8,-0.17606087808504345
416,-9.71567909,416,-8,-0.17658869484129905
417,-9.71564595,417,-8,-0.17658588619112872
418,-9.71561344,418,-8,-0.17658313091550915
419,-9.72334102,419,-8,-0.17723753763806585
420,-9.72340849,420,-8,-0.17724324672489417
421,-9.72345093,421,-8,-0.1772468378158412
422,-9.72204038,422,-8,-0.17712746632307233
423,-9.72139698,423,-8,-0.17707300540667764
424,-9.72661143,424,-8,-0.17751417772016417
425,-9.72847498,425,-8,-0.17767173000428477
426,-9.72888268,426,-8,-0.1777061906146863
427,-9.72991718,427,-8,-0.17779361817753925
428,-9.72952524,428,-8,-0.17776049677013833
429,-9.72954784,429,-8,-0.17776240668548893
430,-9.7346799,430,-8,-0.17819588500285458
431,-9.73466349,431,-8,-0.17819449966420983
432,-9.73463316,432,-8,-0.1781919391814041
433,-9.73914473,433,-8,-0.1785726342727838
434,-9.73919174,434,-8,-0.17857659921171248
435,-9.73919977,435,-8,-0.17857727647781893
436,-9.73913194,436,-8,-0.17857155552612833
437,-9.74004418,437,-8,-0.17864848945685172
438,-9.74617527,438,-8,-0.17916518240493332
439,-9.74458292,439,-8,-0.17903105082305557
440,-9.74452061,440,-8,-0.1790258012497549
441,-9.74666067,441,-8,-0.17920606135147213
442,-9.74666636,442,-8,-0.17920654052223048
443,-9.7467117,443,-8,-0.17921035871000476
444,-9.74451417,444,-8,-0.17902525868049513
445,-9.74456019,445,-8,-0.1790291358444572
446,-9.74457122,446,-8,-0.17903006511147437
447,-9.73953499,447,-8,-0.17860554860022115
448,-9.7394447,448,-8,-0.17859793382265418
449,-9.73482025,449,-8,-0.17820773321418032
450,-9.73404416,450,-8,-0.17814221216765055
451,-9.73373756,451,-8,-0.178116324722443
452,-9.72991458,452,-8,-0.17779339846989703
453,-9.72985943,453,-8,-0.17778873810513002
454,-9.72992441,454,-8,-0.17779422913317375
455,-9.72157297,455,-8,-0.17708790288491763
456,-9.72159103,456,-8,-0.17708943162567914
457,-9.72153334,457,-8,-0.17708454826941944
458,-9.71590854,458,-8,-0.17660814044673986
459,-9.71581393,459,-8,-0.17660012247682058
460,-9.71581922,460,-8,-0.17660057079571723
461,-9.71080831,461,-8,-0.17617568542036235
462,-9.70984143,462,-8,-0.17609365120188175
463,-9.70557743,463,-8,-0.1757316802942656
464,-9.70395241,464,-8,-0.1755936486502204
465,-9.70396431,465,-8,-0.175594659622156
466,-9.69740925,466,-8,-0.17503739465259752
467,-9.69742278,467,-8,-0.17503854565367316
468,-9.69727567,468,-8,-0.175026030790357
469,-9.69155981,469,-8,-0.1745394800385594
470,-9.69162541,470,-8,-0.1745450673583143
471,-9.69160465,471,-8,-0.17454329918420686
472,-9.68587092,472,-8,-0.17405465486009175
473,-9.68584511,473,-8,-0.17405245395257002
474,-9.68209532,474,-8,-0.1737325717631956
475,-9.68126257,475,-8,-0.17366149898772962
476,-9.68030335,476,-8,-0.17357961721313214
477,-9.67426853,477,-8,-0.17306409521382188
478,-9.67431132,478,-8,-0.1730677527958651
479,-9.67418068,479,-8,-0.17305658591441558
480,-9.66900763,480,-8,-0.17261415999110133
481,-9.66894236,481,-8,-0.17260857473970925
482,-9.66888253,482,-8,-0.17260345493100115
483,-9.66332889,483,-8,-0.17212793944344376
484,-9.66330008,484,-8,-0.17212547123963481
485,-9.66327924,485,-8,-0.17212368583069113
486,-9.66011765,486,-8,-0.1718527361827731
487,-9.6590026,487,-8,-0.17175713359886668
488,-9.65629692,488,-8,-0.17152506118256364
489,-9.65602529,489,-8,-0.17150175566700493
490,-9.65518996,490,-8,-0.17143007717685543
491,-9.65330309,491,-8,-0.17126812186314558
492,-9.65327241,492,-8,-0.17126548799009803
493,-9.65333931,493,-8,-0.17127123132274938
494,-9.80958906,494,-8,-0.184471444107568
495,-9.64960988,495,-8,-0.17095094003945369
496,-9.64913204,496,-8,-0.1709098842428111
497,-9.64256112,497,-8,-0.17034490106503986
498,-9.64251073,498,-8,-0.17034056543901815
499,-9.64250776,499,-8,-0.17034030989465346
500,-9.63726875,500,-8,-0.1698892904693563
501,-9.63742528,501,-8,-0.16990277303607798
502,-9.63241892,502,-8,-0.16947133773538156
503,-9.63229973,503,-8,-0.1694610607803418
504,-9.63228417,504,-8,-0.16945971912703653
505,-9.62449852,505,-8,-0.16878786116744082
506,-9.62440692,506,-8,-0.16877995013120248
507,-9.62445303,507,-8,-0.16878393244130152
508,-9.62008209,508,-8,-0.16840626460808095
509,-9.62016796,509,-8,-0.16841368744667945
510,-9.62013213,510,-8,-0.16841059021920107
511,-9.61341428,511,-8,-0.16782947587690983
512,-9.61330102,512,-8,-0.1678196715824883
513,-9.60912506,513,-8,-0.16745802036632046
514,-9.60702781,514,-8,-0.16727627334722994
515,-9.60649388,515,-8,-0.1672299904697384
516,-9.60477346,516,-8,-0.16708082358040338
517,-9.60476571,517,-8,-0.1670801515053302
518,-9.60479509,518,-8,-0.16708269931451497
519,-9.59762781,519,-8,-0.16646069649996154
520,-9.59757963,520,-8,-0.16645651211960824
521,-9.59755996,521,-8,-0.16645480378952485
522,-9.59563935,522,-8,-0.16628796600197365
523,-9.59557531,523,-8,-0.1662824018834155
524,-9.59561765,524,-8,-0.16628608060472266
525,-9.58761487,525,-8,-0.16559017978159563
526,-9.58827252,526,-8,-0.165647411114677
527,-9.58363198,527,-8,-0.1652434049330012
528,-9.58381791,528,-8,-0.16525959955347277
529,-9.58146845,529,-8,-0.1650549138947485
530,-9.57670372,530,-8,-0.16463950082398493
531,-9.57674983,531,-8,-0.1646435229059336
532,-9.57671883,532,-8,-0.16464081884296072
533,-9.5693735,533,-8,-0.16399960770681585
534,-9.56945458,534,-8,-0.16400669096440817
535,-9.5693857,535,-8,-0.16400067352285735
536,-9.56415765,536,-8,-0.1635436916914476
537,-9.56415295,537,-8,-0.16354328064149165
538,-9.55853477,538,-8,-0.16305163997431374
539,-9.55630445,539,-8,-0.16285630686452238
540,-9.55589092,540,-8,-0.16282007957453742
541,-9.55489082,541,-8,-0.16273245286543217
542,-9.55496499,542,-8,-0.1627389521183374
543,-9.5552854,543,-8,-0.16276702734593365
544,-9.54630677,544,-8,-0.161979580926457
545,-9.54633218,545,-8,-0.16198181153172486
546,-9.54626745,546,-8,-0.16197612921477494
547,-9.54733649,547,-8,-0.1620699649185612
548,-9.5474423,548,-8,-0.16207925131948692
549,-9.5473633,549,-8,-0.16207231791420365
550,-9.54581812,550,-8,-0.16193668269891567
551,-9.54553227,551,-8,-0.1619115860995356
552,-9.54917599,552,-8,-0.16223137908677293
553,-9.54849191,553,-8,-0.16217135905810276
554,-9.54849555,554,-8,-0.16217167844833946
555,-9.54666327,555,-8,-0.16201087503110392
556,-9.54664874,556,-8,-0.16200959961160152
557,-9.54669167,557,-8,-0.16201336792518403
558,-9.543984,558,-8,-0.16177562745285406
559,-9.54404609,559,-8,-0.1617810806276188
560,-9.54408964,560,-8,-0.16178490544856192
561,-9.5414189,561,-8,-0.16155028053531956
562,-9.54139435,562,-8,-0.16154812320486464
563,-9.54141659,563,-8,-0.1615500775446176
564,-9.54168557,564,-8,-0.16157371343771917
565,-9.54107318,565,-8,-0.1615198993788663
566,-9.53937986,566,-8,-0.16137106212269026
567,-9.53857808,567,-8,-0.16130056986439226
568,-9.54057914,568,-8,-0.161476480347083
569,-9.53909435,569,-8,-0.16134596152725958
570,-9.53915898,570,-8,-0.16135164360160395
571,-9.53913574,571,-8,-0.16134960041988045
572,-9.53860276,572,-8,-0.1613027398994022
573,-9.53867562,573,-8,-0.16130914618522266
574,-9.53855859,574,-8,-0.16129885616187206
575,-9.5355874,575,-8,-0.16103752559595863
576,-9.5356129,576,-8,-0.16103976913744059
577,-9.53367756,577,-8,-0.16086945990650844
578,-9.53284501,578,-8,-0.16079617453048267
579,-9.53532252,579,-8,-0.16101422020909256
580,-9.53360297,580,-8,-0.1608628946292275
581,-9.53357077,581,-8,-0.1608600604115514
582,-9.53349299,582,-8,-0.16085321420055917
